timestamp_ms,event_count,source_id
0,20122,src-01
1000,19919,src-01
2000,20325,src-01
3000,20851,src-01
4000,20835,src-01
5000,20920,src-01
6000,21077,src-01
7000,21109,src-01
8000,21120,src-01
9000,21231,src-01
10000,20658,src-01
11000,20728,src-01
12000,20715,src-01
13000,20556,src-01
14000,20319,src-01
15000,20261,src-01
16000,19691,src-01
17000,19323,src-01
18000,19666,src-01
19000,19256,src-01
20000,19024,src-01
21000,19056,src-01
22000,18919,src-01
23000,19206,src-01
24000,19226,src-01
25000,19196,src-01
26000,19365,src-01
27000,19418,src-01
28000,19798,src-01
29000,19319,src-01
30000,19766,src-01
31000,20199,src-01
32000,20324,src-01
33000,20397,src-01
34000,20867,src-01
35000,20670,src-01
36000,20994,src-01
37000,21019,src-01
38000,21006,src-01
39000,20785,src-01
40000,20827,src-01
41000,20988,src-01
42000,20696,src-01
43000,20599,src-01
44000,20191,src-01
45000,19659,src-01
46000,19698,src-01
47000,19563,src-01
48000,19672,src-01
49000,19484,src-01
50000,19218,src-01
51000,18877,src-01
52000,19031,src-01
53000,18953,src-01
54000,19000,src-01
55000,18887,src-01
56000,19349,src-01
57000,19406,src-01
58000,19754,src-01
59000,19499,src-01
60000,19774,src-01
61000,20937,src-01
62000,20230,src-01
63000,20645,src-01
64000,20830,src-01
65000,20669,src-01
66000,21296,src-01
67000,20981,src-01
68000,21024,src-01
69000,21314,src-01
70000,20707,src-01
71000,20645,src-01
72000,20518,src-01
73000,20132,src-01
74000,20263,src-01
75000,20094,src-01
76000,19828,src-01
77000,19724,src-01
78000,19585,src-01
79000,19324,src-01
80000,19085,src-01
81000,19293,src-01
82000,18866,src-01
83000,19284,src-01
84000,19010,src-01
85000,19286,src-01
86000,19622,src-01
87000,18959,src-01
88000,19554,src-01
89000,19711,src-01
90000,20341,src-01
91000,20126,src-01
92000,20952,src-01
93000,20282,src-01
94000,20813,src-01
95000,20788,src-01
96000,21052,src-01
97000,20881,src-01
98000,20904,src-01
99000,20586,src-01
100000,20887,src-01
101000,20443,src-01
102000,20325,src-01
103000,20424,src-01
104000,20183,src-01
105000,20205,src-01
106000,19521,src-01
107000,19677,src-01
108000,19476,src-01
109000,19196,src-01
110000,18973,src-01
111000,19033,src-01
112000,19182,src-01
113000,18930,src-01
114000,19218,src-01
115000,19079,src-01
116000,19601,src-01
117000,19417,src-01
118000,19558,src-01
119000,19469,src-01
120000,19714,src-01
121000,20284,src-01
122000,20361,src-01
123000,20644,src-01
124000,20606,src-01
125000,20835,src-01
126000,20826,src-01
127000,21053,src-01
128000,20950,src-01
129000,21323,src-01
130000,20728,src-01
131000,20966,src-01
132000,20376,src-01
133000,20313,src-01
134000,20039,src-01
135000,20251,src-01
136000,19879,src-01
137000,19620,src-01
138000,19459,src-01
139000,19039,src-01
140000,19414,src-01
141000,19326,src-01
142000,18998,src-01
143000,19008,src-01
144000,19178,src-01
145000,19098,src-01
146000,19216,src-01
147000,19313,src-01
148000,19524,src-01
149000,19696,src-01
150000,20145,src-01
151000,20142,src-01
152000,20321,src-01
153000,20462,src-01
154000,20443,src-01
155000,21178,src-01
156000,21052,src-01
157000,21167,src-01
158000,20888,src-01
159000,21242,src-01
160000,20895,src-01
161000,21033,src-01
162000,20585,src-01
163000,20397,src-01
164000,20102,src-01
165000,20015,src-01
166000,19837,src-01
167000,19891,src-01
168000,19720,src-01
169000,19274,src-01
170000,19377,src-01
171000,18505,src-01
172000,18911,src-01
173000,19055,src-01
174000,19226,src-01
175000,19218,src-01
176000,19245,src-01
177000,19319,src-01
178000,19433,src-01
179000,20172,src-01
180000,20224,src-01
181000,20469,src-01
182000,20408,src-01
183000,20480,src-01
